sector,change_pearson,change_spearman,living_pre_post_BC,bone_pre_post_BC
Eastern,0.669585679998404,0.7567096186811744,0.23899297560095717,0.28328151498021487
Western,-0.27067255539136725,-0.05898125679575892,0.3342297448672406,0.23260764392839864
